employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,rating,year_x,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,score,pillar_code,year_y
EMP100944,Adit Utama Wijaya,775814,4,2,6,1,4,3,3,1,3,86,3,2021,86,91,CS,Conscientious-Steadiness,,126,26,2,2,GDR,2021
EMP100945,Tania Dharma Siregar,751060,4,3,4,1,4,3,1,3,6,60,2,2021,75,23,ID,Influencer-Dominant,,111,30,10,3,GDR,2021
EMP100946,Andi Tamba,293400,1,4,4,4,1,1,1,2,5,32,2,2021,64,57,IC,Influencer-Conscientious,ISTP,109.5135135,,3,2,GDR,2021
EMP100947,Maya Herlambang,163487,2,1,2,3,4,1,3,1,5,49,3,2021,67,82,DS,Dominant-Steadiness,ENTP,89,33,9,,GDR,2021
EMP100948,Iman Permadi,103820,2,3,2,4,4,1,3,2,4,56,4,2021,86,39,DI,Dominant-Influencer,ENTJ,109.5135135,,7,4,GDR,2021
EMP100949,Joko Saputra Ramadhan,864161,4,2,1,2,2,2,1,3,6,14,,2021,44,65,DS,Dominant-Steadiness,ISTP,139,37,4,,GDR,2021
EMP100950,Budi Rohman,739792,4,2,4,3,4,2,2,1,2,70,2,2021,46,57,DS,Dominant-Steadiness,ENFP,108,40,5,3,GDR,2021
EMP100951,Rama Rachman Wijaya,278658,2,2,2,1,5,3,2,1,1,20,,2021,87,73,IS,Influencer-Steadiness,ISFP,140,26,8,,GDR,2021
EMP100952,Yuni Lukman,305151,1,1,3,3,2,2,1,4,2,20,,2021,41,63,CI,Conscientious-Influencer,ESTP,80,26,1,,GDR,2021
EMP100953,Hadi Anugrah Yulianto,794999,3,2,4,2,5,3,2,1,3,51,3,2021,95,95,CD,Conscientious-Dominant,INFP,109.5135135,43,3,3,GDR,2021
EMP100954,Ayu Yudhistira Ridwan,464247,3,2,5,3,3,3,2,2,3,3,,2021,45,41,SD,Steadiness-Dominant,ESTJ,90,17,10,,GDR,2021
EMP100955,Evi Lestari Wibowo,857867,1,4,4,2,5,2,2,2,1,48,2,2021,89,47,DS,Dominant-Steadiness,ISFP,118,32,8,3,GDR,2021
EMP100956,Anisa Suharto,511921,1,3,2,3,3,2,3,3,5,39,5,2021,22,80,IC,Influencer-Conscientious,ISFJ,120,16,6,5,GDR,2021
EMP100957,Julia Zulfikar Saputra,561156,1,3,2,1,3,2,1,4,6,43,5,2021,89,47,SI,Steadiness-Influencer,INFJ,90,32,7,5,GDR,2021
EMP100958,Arif Wijaya Pamungkas,325441,4,4,1,4,1,1,2,2,2,79,1,2021,55,54,CD,Conscientious-Dominant,ISFP,109.5135135,,8,2,GDR,2021
EMP100959,Mahendra Fadillah Ananda,484361,1,4,5,1,5,2,2,1,3,35,4,2021,29,31,ID,Influencer-Dominant,ENTP,117,26,1,4,GDR,2021
EMP100960,Bayu Nabila Maulida,688451,4,2,4,2,1,1,1,2,5,29,4,2021,23,30,IC,Influencer-Conscientious,ISFJ,107,42,2,4,GDR,2021
EMP100961,Dinda Siregar,524821,3,1,3,6,2,1,3,1,5,29,2,2021,48,90,CS,Conscientious-Steadiness,ISTP,92,30,3,1,GDR,2021
EMP100962,Kartika Wibowo,465320,4,3,5,1,3,2,3,1,6,40,3,2021,79,61,,Dominant-Influencer,INFJ,135,31,9,4,GDR,2021
EMP100963,Ahmad Permadi,841211,3,2,4,4,1,2,3,3,3,56,4,2021,66,43,DI,Dominant-Influencer,ISFP,109.5135135,,4,4,GDR,2021
EMP100964,Cahyo Ginting,759272,2,1,4,4,5,1,2,1,5,62,4,2021,37,68,,Steadiness-Dominant,INTJ,109.5135135,,4,4,GDR,2021
EMP100965,Intan Dharma Suharto,579307,2,3,3,5,1,2,1,4,4,37,3,2021,51,74,CS,Conscientious-Steadiness,INFP,126,28,1,3,GDR,2021
EMP100966,Ayu Wijaya Hasibuan,619858,2,2,4,6,4,2,1,2,2,59,4,2021,21,36,ID,Influencer-Dominant,INFP,140,41,2,3,GDR,2021
EMP100967,Joko Lestari,493467,4,2,5,3,5,1,1,1,4,42,3,2021,40,81,DC,Dominant-Conscientious,INTP,99,38,5,3,GDR,2021
EMP100968,Vania Yudhistira Wibowo,335514,2,4,1,3,5,1,2,3,5,30,1,2021,60,58,IS,Influencer-Steadiness,ENTP,124,32,2,,GDR,2021
EMP100969,Nugroho Lukman,282088,3,1,5,5,1,2,2,2,6,53,2,2021,45,41,IC,Influencer-Conscientious,ISFJ,117,37,7,2,GDR,2021
EMP100970,Zaki Candra Ramadhan,506635,4,2,3,6,5,1,2,4,1,26,,2021,22,43,DC,Dominant-Conscientious,INTJ,108,32,5,3,GDR,2021
EMP100971,Lestari Ananda,480581,1,2,4,2,5,2,3,4,1,22,,2021,91,89,CI,Conscientious-Influencer,ENFJ,102,38,2,,GDR,2021
EMP100972,Dian Lukman,620442,4,2,2,4,5,3,2,3,6,72,3,2021,37,66,CS,Conscientious-Steadiness,ESFJ,109.5135135,,7,2,GDR,2021
EMP100973,Anisa Wijaya,231132,1,3,1,3,4,2,2,1,6,45,3,2021,58,76,SD,Steadiness-Dominant,ENTJ,114,28,9,3,GDR,2021
EMP100974,Luthfi Lestari,203287,2,4,2,4,2,3,1,1,4,43,4,2021,35,22,IS,Influencer-Steadiness,INFJ,109.5135135,,6,5,GDR,2021
EMP100975,Dwi Maulida,454327,3,2,1,6,2,1,3,4,1,75,4,2021,36,70,DI,Dominant-Influencer,ISFJ,109.5135135,38,7,4,GDR,2021
EMP100976,Budi Suharto,489743,1,2,3,2,5,3,2,4,1,72,4,2021,50,99,,Dominant-Influencer,ENTP,92,20,9,4,GDR,2021
EMP100977,Rifqi Syahputra,522498,3,4,3,4,4,1,3,1,6,49,3,2021,28,73,IC,Influencer-Conscientious,ISTJ,109.5135135,,3,3,GDR,2021
EMP100978,Ari Aji Pratama,944946,4,1,3,5,4,3,3,2,6,8,,2021,35,84,ID,Influencer-Dominant,INTJ,134,27,10,,GDR,2021
EMP100979,Anisa Mahardika Pradana,249918,3,4,3,5,1,2,3,4,5,87,2,2021,27,24,SC,Steadiness-Conscientious,ENTP,111,25,8,2,GDR,2021
EMP100980,Evi Nabila Siregar,634952,1,4,6,1,3,2,2,1,3,39,3,2021,65,22,SC,Steadiness-Conscientious,ENTP,124,30,2,,GDR,2021
EMP100981,Bayu Anugrah Sinaga,919986,1,2,3,3,2,1,1,2,3,66,4,2021,67,56,IC,Influencer-Conscientious,ISFP,138,28,6,4,GDR,2021
EMP100982,Hana Wijaya,209571,3,2,5,6,5,3,3,1,1,15,,2021,62,21,DC,Dominant-Conscientious,ISTP,94,35,1,,GDR,2021
EMP100983,Iman Mahardika Utami,573134,1,4,3,1,2,3,3,1,2,67,4,2021,48,94,CD,Conscientious-Dominant,INTP,120,26,3,,GDR,2021
EMP100984,Wulan Zulfikar Lestari,434006,4,2,2,2,1,2,1,3,1,33,4,2021,44,64,SC,Steadiness-Conscientious,ESTJ,118,24,6,4,GDR,2021
EMP100985,Sari Halim Fauziah,364648,3,4,3,3,1,3,1,4,3,27,1,2021,36,81,SI,Steadiness-Influencer,ISFJ,89,29,6,1,GDR,2021
EMP100986,Novi Tamba,893147,4,2,3,2,1,3,3,3,5,65,5,2021,59,70,DI,Dominant-Influencer,ESTJ,101,16,9,5,GDR,2021
EMP100987,Prasetyo Purnama,105970,2,3,1,4,1,1,3,2,2,44,3,2021,39,26,ID,Influencer-Dominant,ENFJ,109.5135135,,2,3,GDR,2021
EMP100988,Prasetyo Zulfikar,195840,2,2,2,6,3,2,2,3,1,40,5,2021,47,23,DS,Dominant-Steadiness,ESTP,116,18,6,5,GDR,2021
EMP100989,Hadi Yudhistira Siregar,213873,4,1,5,5,2,1,1,3,2,38,3,2021,92,35,CS,Conscientious-Steadiness,INFP,109,22,5,3,GDR,2021
EMP100990,Oka Ananda,789945,4,3,6,4,2,3,1,1,6,59,2,2021,40,32,DI,Dominant-Influencer,ESTJ,109.5135135,,3,2,GDR,2021
EMP100991,Lestari Lukman,391389,4,4,6,4,2,2,1,1,2,35,3,2021,64,41,CI,Conscientious-Influencer,INFJ,109.5135135,,9,4,GDR,2021
EMP100992,Kurnia Tamba,705683,2,2,2,5,3,2,1,1,6,50,3,2021,22,29,,Influencer-Conscientious,ISTJ,109.5135135,31,10,4,GDR,2021
EMP100993,Wulan Purnama,997446,1,4,2,5,5,3,3,3,3,36,3,2021,40,97,DI,Dominant-Influencer,INFJ,127,26,2,3,GDR,2021
EMP100994,Rizka Kusuma Rahmawati,632384,2,1,4,2,2,1,2,3,5,80,3,2021,62,75,SC,Steadiness-Conscientious,INTJ,136,34,8,2,GDR,2021
EMP100995,Anisa Ramadhan,964845,1,4,2,2,2,1,3,3,5,90,4,2021,35,52,SD,Steadiness-Dominant,ESTJ,117,30,7,4,GDR,2021
EMP100996,Anisa Saputra,218963,2,1,1,2,2,1,2,1,4,56,2,2021,98,84,SD,Steadiness-Dominant,ESTJ,106,43,8,3,GDR,2021
EMP100997,Dwi Setiawan,675998,4,3,6,6,2,1,1,1,6,88,4,2021,85,28,IC,Influencer-Conscientious,ISTP,105,27,8,,GDR,2021
EMP100998,Citra Pratama,311233,1,1,1,5,2,2,2,4,4,60,3,2021,43,73,,Conscientious-Influencer,ISFJ,102,31,5,3,GDR,2021
EMP100999,Rani Pratama,752447,4,3,5,1,4,3,1,3,3,7,,2021,45,35,CS,Conscientious-Steadiness,,136,23,2,,GDR,2021
EMP101000,Eko Maulida,230470,1,1,3,6,4,3,2,2,5,27,,2021,80,59,ID,Influencer-Dominant,ESFP,116,34,9,3,GDR,2021
EMP101001,Maya Siregar,771179,2,3,2,1,5,2,2,4,3,42,2,2021,54,49,SC,Steadiness-Conscientious,INFJ,119,17,10,1,GDR,2021
EMP101002,Hadi Pratama,731877,2,1,2,2,4,2,1,4,4,72,3,2021,26,74,CS,Conscientious-Steadiness,,85,24,9,4,GDR,2021
EMP101003,Bella Utama Zulfikar,991012,2,3,5,3,1,2,1,2,4,55,2,2021,90,74,,Dominant-Influencer,ISFP,100,29,6,2,GDR,2021
EMP101004,Kurnia Ananda,928551,4,2,4,5,5,3,2,4,3,76,3,2021,34,28,SC,Steadiness-Conscientious,ISFP,83,32,9,3,GDR,2021
EMP101005,Eko Ganesha Kurniawan,616390,2,3,5,1,3,2,1,3,5,25,2,2021,23,75,ID,Influencer-Dominant,,115,17,4,2,GDR,2021
EMP101006,Yuni Pratama,942625,1,4,5,2,5,3,1,4,5,68,,2021,71,40,SI,Steadiness-Influencer,ENFP,132,24,4,2,GDR,2021
EMP101007,Prasetyo Subekti,794481,4,2,2,2,5,3,3,4,3,55,4,2021,82,45,SI,Steadiness-Influencer,ISTJ,85,33,3,,GDR,2021
EMP101008,Oka Putra,257490,4,1,1,2,3,1,1,4,3,98,3,2021,63,62,SC,Steadiness-Conscientious,ISFJ,138,17,7,3,GDR,2021
EMP101009,Lestari Dharma Herlambang,708873,4,3,3,1,3,3,1,4,3,46,,2021,50,42,SD,Steadiness-Dominant,INTJ,88,15,9,3,GDR,2021
EMP101010,Nabila Santoso,749823,4,3,1,6,1,1,3,4,3,97,3,2021,63,30,CD,Conscientious-Dominant,INTP,125,35,9,3,GDR,2021
EMP101011,Wahyu Jatmiko Siregar,828769,2,3,1,2,2,3,3,4,4,42,,2021,72,48,CD,Conscientious-Dominant,ESFJ,134,28,5,2,GDR,2021
EMP101012,Prasetyo Ginting,549422,2,1,4,4,3,2,2,1,3,56,3,2021,29,85,DC,Dominant-Conscientious,ISTP,109.5135135,,9,2,GDR,2021
EMP101013,Putri Pratomo,779125,1,4,4,2,1,3,2,1,2,69,3,2021,32,86,CS,Conscientious-Steadiness,ENTP,89,32,4,3,GDR,2021
EMP101014,Nurlita Salsabila,338900,2,1,1,2,1,1,1,2,3,35,5,2021,70,28,DC,Dominant-Conscientious,ESTP,130,39,10,4,GDR,2021
EMP101015,Umar Wijaya,547334,3,3,4,1,5,3,1,4,4,28,4,2021,56,98,,Influencer-Steadiness,ENFP,118,28,5,,GDR,2021
EMP101016,Vania Pratomo,117075,2,2,3,3,3,2,1,4,3,80,2,2021,85,79,CI,Conscientious-Influencer,INTP,117,20,5,,GDR,2021
EMP101017,Nugroho Lestari Gunawan,578511,2,3,3,2,4,2,3,2,2,0,,2021,68,93,,Dominant-Influencer,ISFP,140,17,8,,GDR,2021
EMP101018,Rani Kusuma,393025,2,2,6,6,2,1,1,2,5,41,2,2021,56,65,SC,Steadiness-Conscientious,ESFJ,120,27,9,1,GDR,2021
EMP101019,Hadi Mahardika Ridwan,906909,1,3,1,5,2,2,1,3,6,39,,2021,44,68,DI,Dominant-Influencer,ENTP,107,27,9,,GDR,2021
EMP101020,Wahyu Hidayat,148986,1,4,4,2,4,1,3,1,4,68,4,2021,82,85,IS,Influencer-Steadiness,ESTJ,93,31,8,4,GDR,2021
EMP101021,Rani Fadillah Maulana,379798,3,4,5,6,3,3,3,4,3,8,,2021,48,60,SC,Steadiness-Conscientious,,135,28,10,,GDR,2021
EMP101022,Hadi Siregar,134033,2,1,6,4,5,3,3,3,5,65,3,2021,42,97,DC,Dominant-Conscientious,INTJ,109.5135135,,10,3,GDR,2021
EMP101023,Yuni Ginting,460178,2,4,3,1,1,3,2,1,6,33,4,2021,76,45,,Conscientious-Steadiness,,137,24,5,4,GDR,2021
EMP101024,Citra Situmorang,688308,4,2,6,6,5,1,2,1,6,30,5,2021,52,38,ID,Influencer-Dominant,ISFJ,98,23,2,5,GDR,2021
EMP101025,Tania Lestari Indrawan,297587,3,1,5,5,4,1,2,4,4,29,3,2021,42,83,CS,Conscientious-Steadiness,ISTP,122,24,6,2,GDR,2021
EMP101026,Eko Santoso,739417,1,4,6,4,2,3,3,4,1,83,3,2021,86,91,SC,Steadiness-Conscientious,ISTJ,109.5135135,,2,3,GDR,2021
EMP101027,Kartika Anugrah Halim,720859,2,3,4,3,2,3,1,1,4,47,3,2021,89,37,IC,Influencer-Conscientious,ISFJ,140,30,7,2,GDR,2021
EMP101028,Dwi Sinaga,365169,2,4,4,3,2,3,2,1,3,45,3,2021,65,78,,Conscientious-Steadiness,INFP,130,32,2,2,GDR,2021
EMP101029,Ayunda Situmorang,443416,1,1,5,6,4,2,3,2,2,31,2,2021,22,84,DC,Dominant-Conscientious,ISTJ,103,30,1,3,GDR,2021
EMP101030,Dimas Ananda,999361,2,4,3,4,2,2,1,1,5,56,2,2021,86,64,CD,Conscientious-Dominant,ESFJ,109.5135135,,10,1,GDR,2021
EMP101031,Putri Wijaya,150376,2,2,5,3,2,3,3,3,4,36,3,2021,69,50,IC,Influencer-Conscientious,INTP,87,32,3,,GDR,2021
EMP101032,Zaki Utama Pratomo,536520,4,2,2,2,3,1,2,2,4,41,3,2021,72,92,IS,Influencer-Steadiness,ENTJ,96,29,4,2,GDR,2021
EMP101033,Citra Saputra,659460,2,2,6,2,2,3,2,3,4,27,3,2021,92,74,ID,Influencer-Dominant,ENTJ,140,32,7,3,GDR,2021
EMP101034,Citra Rohman,578591,3,2,3,5,4,3,3,4,2,34,3,2021,69,23,,Influencer-Dominant,,117,27,10,3,GDR,2021
EMP101035,Luthfi Zulfikar,777863,2,2,3,3,3,1,1,1,4,48,,2021,96,95,ID,Influencer-Dominant,ENFJ,119,25,10,2,GDR,2021
EMP101036,Mahendra Santoso,631368,3,1,3,1,3,3,3,1,5,37,4,2021,100,99,SC,Steadiness-Conscientious,ENFP,131,22,9,5,GDR,2021
EMP101037,Rani Utama Gunawan,326021,1,4,5,1,3,1,3,2,5,2,,2021,28,58,SC,Steadiness-Conscientious,ENFP,138,22,5,,GDR,2021
EMP101038,Ayunda Lestari Sinaga,121286,3,1,5,6,4,1,1,1,3,43,4,2021,82,100,CS,Conscientious-Steadiness,,124,32,8,4,GDR,2021
EMP101039,Fajar Pamungkas,347604,2,4,6,5,4,1,2,4,5,31,3,2021,72,78,ID,Influencer-Dominant,ISTJ,111,29,2,4,GDR,2021
EMP101040,Ayunda Hidayat,518158,1,2,3,4,3,2,3,3,1,73,,2021,99,56,IC,Influencer-Conscientious,ISFP,109.5135135,,1,3,GDR,2021
EMP101041,Hana Dharma Hidayat,980204,2,3,1,2,5,3,3,3,6,50,3,2021,77,57,CS,Conscientious-Steadiness,INTP,109.5135135,35,1,4,GDR,2021
EMP101042,Lestari Utami,888516,4,3,4,4,1,1,1,2,1,5,,2021,62,77,IS,Influencer-Steadiness,INFJ,109.5135135,,2,,GDR,2021
EMP101043,Joko Rachman Setiawan,431590,3,3,4,4,1,1,3,4,2,37,3,2021,50,50,SD,Steadiness-Dominant,ENFJ,109.5135135,,9,,GDR,2021
EMP101044,Nabila Lestari Sinaga,100965,4,4,4,2,1,2,2,3,5,58,4,2021,98,22,CI,Conscientious-Influencer,ISTJ,94,41,2,4,GDR,2021
EMP101045,Putri Mahendra,461838,4,4,1,5,1,2,3,3,4,59,3,2021,44,62,DC,Dominant-Conscientious,INFP,139,21,9,3,GDR,2021
EMP101046,Rama Wibowo,612536,4,1,6,3,4,3,2,2,6,56,3,2021,60,91,IS,Influencer-Steadiness,ISTP,119,35,7,3,GDR,2021
EMP101047,Lestari Ganesha Fauziah,420981,4,1,4,1,2,3,3,3,6,55,3,2021,82,80,SI,Steadiness-Influencer,ESFJ,89,23,7,2,GDR,2021
EMP101048,Rama Nabila Hasibuan,330012,2,4,6,3,3,1,2,3,2,51,4,2021,33,45,ID,Influencer-Dominant,INTP,81,30,5,4,GDR,2021
EMP101049,Teguh Subekti,870495,1,2,5,4,3,2,3,3,2,25,4,2021,67,70,DI,Dominant-Influencer,ENFP,109.5135135,,6,,GDR,2021
EMP101050,Dimas Saputra Herlambang,210438,2,2,4,6,1,3,3,1,2,23,,2021,47,52,IC,Influencer-Conscientious,ENFJ,91,17,10,,GDR,2021
EMP101051,Bella Permadi,533982,3,2,6,3,5,2,3,1,2,74,,2021,52,41,IS,Influencer-Steadiness,ESTP,111,21,6,5,GDR,2021
EMP101052,Nadia Zulfikar Sinaga,467066,3,3,6,2,5,3,2,4,5,102,3,2021,95,53,DI,Dominant-Influencer,ISFJ,109.5135135,33,5,3,GDR,2021
EMP101053,Evi Hartanto,759542,4,1,6,1,3,3,2,2,5,28,3,2021,74,67,CI,Conscientious-Influencer,ISFJ,133,33,9,3,GDR,2021
EMP101054,Yuni Erlangga Subekti,656817,3,3,5,3,4,3,3,1,3,12,,2021,88,38,CD,Conscientious-Dominant,,118,28,5,,GDR,2021
EMP101055,Yoga Candra Hartanto,296785,2,1,5,5,3,2,2,3,4,38,,2021,63,69,ID,Influencer-Dominant,ESFJ,118,25,1,,GDR,2021
EMP101056,Umar Hartanto,880589,2,2,3,4,3,3,3,2,5,33,2,2021,76,52,DI,Dominant-Influencer,,109.5135135,,2,2,GDR,2021
EMP101057,Dinda Anggara,818913,2,2,4,6,2,1,1,4,1,44,,2021,20,99,,Influencer-Conscientious,ENTP,119,28,3,5,GDR,2021
EMP101058,Umar Yulianto,532927,4,2,2,1,2,3,1,2,4,31,1,2021,70,21,ID,Influencer-Dominant,ENTJ,110,18,3,1,GDR,2021
EMP101059,Tania Fadillah Firmansyah,699881,3,3,1,5,3,3,3,1,5,78,3,2021,24,64,IC,Influencer-Conscientious,ISTP,134,28,1,,GDR,2021
EMP101060,Galih Fauziah,408249,4,2,3,1,3,1,3,3,6,52,3,2021,42,69,CI,Conscientious-Influencer,ISFJ,84,30,7,,GDR,2021
EMP101061,Ayu Handayani,435734,4,2,6,4,3,2,3,3,3,53,5,2021,91,33,IS,Influencer-Steadiness,ENFP,109.5135135,,2,5,GDR,2021
EMP101062,Rifqi Jatmiko Wijaya,768212,1,3,4,4,1,3,1,4,2,4,,2021,91,68,CS,Conscientious-Steadiness,ENTP,109.5135135,,5,,GDR,2021
EMP101063,Rendra Kusuma Siregar,560159,2,2,2,2,5,3,1,1,1,35,2,2021,54,95,CS,Conscientious-Steadiness,ESFJ,86,31,2,2,GDR,2021
EMP101064,Oktavia Mahendra,497662,2,2,1,5,4,1,1,2,5,78,3,2021,82,61,,Conscientious-Influencer,INFJ,122,25,3,3,GDR,2021
EMP101065,Nabila Kusuma Gunawan,570985,3,3,6,1,1,3,3,2,2,13,,2021,92,98,SI,Steadiness-Influencer,INFP,140,37,5,,GDR,2021
EMP101066,Novi Hartanto,827793,1,4,6,6,4,3,1,3,1,27,3,2021,96,58,SD,Steadiness-Dominant,,85,35,6,3,GDR,2021
EMP101067,Galih Kusuma Ramadhan,392448,2,1,1,6,4,2,2,4,2,1,,2021,34,100,IC,Influencer-Conscientious,INFJ,113,17,9,,GDR,2021
EMP101068,Kurnia Erlangga Maulana,966314,1,2,1,4,3,2,1,3,1,52,4,2021,49,23,DI,Dominant-Influencer,ESFP,109.5135135,,2,4,GDR,2021
EMP101069,Ayu Erlangga Kurniawan,898560,3,2,2,5,5,1,2,1,5,52,1,2021,95,42,SD,Steadiness-Dominant,INTP,123,20,7,2,GDR,2021
EMP101070,Nugroho Hasibuan,503961,1,3,2,2,2,1,3,3,1,52,1,2021,50,51,CD,Conscientious-Dominant,ESTJ,94,35,7,2,GDR,2021
EMP101071,Wulan Pratama,156923,2,4,6,3,2,1,3,1,6,29,3,2021,58,47,IS,Influencer-Steadiness,ENTJ,122,22,2,3,GDR,2021
EMP101072,Adi Pramudita Indrawan,534445,2,3,4,1,3,1,1,3,4,15,,2021,22,67,CD,Conscientious-Dominant,INTP,138,29,5,,GDR,2021
EMP101073,Nabila Utami,250951,4,4,5,4,4,2,3,1,1,56,4,2021,93,86,CI,Conscientious-Influencer,ESTJ,109.5135135,,7,4,GDR,2021
EMP101074,Nabila Aji Kusuma,566059,2,3,1,4,4,2,2,4,5,63,3,2021,37,23,ID,Influencer-Dominant,ENFP,109.5135135,,6,,GDR,2021
EMP101075,Hadi Wijaya Gunawan,494272,4,3,6,6,4,1,1,3,2,97,5,2021,26,70,DC,Dominant-Conscientious,ISTP,103,20,10,5,GDR,2021
EMP101076,Satya Pamungkas,796070,3,4,5,5,3,3,3,3,5,63,4,2021,66,54,SI,Steadiness-Influencer,ENFJ,80,31,10,4,GDR,2021
EMP101077,Hana Dharma Maulida,117103,4,4,6,6,3,1,1,2,3,46,3,2021,74,92,IS,Influencer-Steadiness,ESTP,96,21,6,3,GDR,2021
EMP101078,Satya Saputra,669054,3,1,5,6,4,1,1,4,1,97,2,2021,59,54,,Influencer-Conscientious,INTJ,135,14,10,1,GDR,2021
EMP101079,Bayu Sinaga,463325,2,3,5,6,2,3,2,1,3,5,,2021,70,90,CS,Conscientious-Steadiness,INTJ,127,27,9,,GDR,2021
EMP101080,Galih Zulfikar Ramadhan,785890,1,2,1,1,4,2,1,2,1,29,3,2021,66,37,CS,Conscientious-Steadiness,ISTJ,128,19,7,3,GDR,2021
EMP101081,Putri Nabila Rohman,898136,4,2,1,1,1,1,1,4,5,53,4,2021,27,42,ID,Influencer-Dominant,ENFP,124,30,7,4,GDR,2021
EMP101082,Rani Permadi,212470,1,4,1,5,5,3,1,2,3,43,3,2021,29,95,CI,Conscientious-Influencer,ESTJ,94,26,5,2,GDR,2021
EMP101083,Adit Salsabila,826082,4,1,4,4,5,1,2,4,5,29,5,2021,58,39,CI,Conscientious-Influencer,ISTP,109.5135135,,9,5,GDR,2021
EMP101084,Fitri Hartanto,471131,4,3,3,6,2,2,2,3,2,47,3,2021,48,56,ID,Influencer-Dominant,ENFP,139,32,7,3,GDR,2021
EMP101085,Rendra Maulana,629636,2,1,5,5,2,1,3,4,2,120,5,2021,99,54,CS,Conscientious-Steadiness,ENFJ,94,36,10,,GDR,2021
EMP101086,Nugroho Maulana,638811,2,4,2,6,1,3,1,1,5,3,,2021,62,32,CD,Conscientious-Dominant,ENFP,116,22,5,,GDR,2021
EMP101087,Rendra Saputra Gunawan,318120,3,4,1,5,5,1,2,2,2,86,2,2021,58,71,SD,Steadiness-Dominant,INFJ,81,26,3,2,GDR,2021
EMP101088,Rama Jatmiko Gunawan,861774,3,4,5,5,4,3,3,1,3,54,,2021,99,73,SC,Steadiness-Conscientious,ENFP,114,27,1,3,GDR,2021
EMP101089,Nabila Salsabila,983417,3,1,4,2,5,3,1,2,1,33,2,2021,95,79,CI,Conscientious-Influencer,INFP,127,17,1,2,GDR,2021
EMP101090,Bella Fauziah,674936,3,2,2,3,4,1,1,3,1,74,4,2021,82,48,DS,Dominant-Steadiness,INFP,129,32,4,3,GDR,2021
EMP101091,Ari Saputra Pamungkas,393266,1,2,5,6,4,1,1,4,4,11,,2021,58,36,CS,Conscientious-Steadiness,,117,31,7,,GDR,2021
EMP101092,Rani Gunawan,988740,2,2,1,5,3,1,1,1,2,57,2,2021,51,30,ID,Influencer-Dominant,INFP,104,16,4,1,GDR,2021
EMP101093,Joko Iqbal Lestari,679557,3,1,3,4,4,2,1,4,3,60,3,2021,22,64,SD,Steadiness-Dominant,ENTJ,109.5135135,,1,3,GDR,2021
EMP101094,Novi Zulfikar Handayani,891088,1,3,5,3,1,3,1,1,4,27,4,2021,66,73,SI,Steadiness-Influencer,INTJ,120,27,8,5,GDR,2021
EMP101095,Nadia Simanjuntak,398502,4,1,5,5,5,1,1,3,3,9,,2021,21,34,SC,Steadiness-Conscientious,ESFJ,106,29,2,,GDR,2021
EMP101096,Rizka Wijaya,240175,1,2,2,4,5,3,3,1,3,43,3,2021,26,38,SD,Steadiness-Dominant,ENFP,109.5135135,,6,3,GDR,2021
EMP101097,Bayu Mahendra,480143,4,4,3,4,4,3,1,3,6,38,4,2021,23,48,SD,Steadiness-Dominant,ENTJ,109.5135135,,4,0,GDR,2021
EMP101098,Utami Firmansyah,271832,4,4,3,3,3,3,2,2,5,46,,2021,96,69,DC,Dominant-Conscientious,ESTP,94,30,3,4,GDR,2021
EMP101099,Nabila Kusuma,776725,1,2,5,2,5,3,1,2,2,84,,2021,26,97,IC,Influencer-Conscientious,,113,30,6,2,GDR,2021
EMP101100,Fitri Jatmiko Setiawan,520933,2,3,4,3,2,3,3,2,3,43,3,2021,50,34,CD,Conscientious-Dominant,ENFJ,124,33,2,3,GDR,2021
EMP101101,Nugroho Yudhistira Lukman,912199,3,4,3,4,5,2,1,2,3,9,,2021,86,37,DC,Dominant-Conscientious,ESFP,109.5135135,,8,,GDR,2021
EMP101102,Novi Sinaga,822577,1,3,2,3,2,3,1,3,4,81,2,2021,73,86,ID,Influencer-Dominant,INTJ,97,20,1,2,GDR,2021
EMP101103,Wulan Lestari Saputra,166683,2,4,5,1,3,3,3,2,6,39,3,2021,90,71,DI,Dominant-Influencer,INFJ,80,28,1,3,GDR,2021
EMP101104,Oktavia Lestari,317370,2,2,3,2,5,1,3,4,6,65,3,2021,91,51,DI,Dominant-Influencer,ENFP,120,30,2,3,GDR,2021
EMP101105,Kartika Saputra Siregar,488506,2,1,3,4,4,2,1,3,4,36,4,2021,51,41,CD,Conscientious-Dominant,ENTP,109.5135135,,2,4,GDR,2021
EMP101106,Sari Siregar,773738,1,1,1,4,5,3,1,2,3,59,4,2021,60,47,IC,Influencer-Conscientious,ESFJ,109.5135135,,6,3,GDR,2021
EMP101107,Mahendra Fadillah Pradana,295435,2,3,4,6,4,1,3,2,3,51,1,2021,97,66,CD,Conscientious-Dominant,ESTP,89,30,7,2,GDR,2021
EMP101108,Dewi Pradana,432798,4,2,6,3,4,2,3,2,4,21,,2021,96,92,SI,Steadiness-Influencer,ISFJ,110,22,2,,GDR,2021
EMP101109,Bella Suharto,907952,2,4,2,2,3,2,3,4,4,43,5,2021,31,94,IS,Influencer-Steadiness,ESFP,84,26,1,5,GDR,2021
