"employee_id","fullname","rating","iq_match","pauli_match","gtq_match","final_match_rate"
"EMP100745","Mahendra Utama Hartanto","4","112.44","48.33","92.86","87.33"
"EMP100746","Rizka Mahardika Indrawan","4","122.58","161.67","82.14","122.18"
"EMP100747","Tania Pratama","4","92.17","141.67","89.29","106.15"
"EMP100748","Nurlita Utami","3","100.93","108.33","0.00","72.87"
"EMP100749","Ayunda Indrawan","4","92.17","121.67","125.00","110.87"
"EMP100750","Joko Qolbi Hasibuan","2","90.32","150.00","125.00","118.63"
"EMP100751","Hana Indrawan","4","112.44","70.00","150.00","110.98"
"EMP100752","Intan Salsabila","2","74.65","100.00","146.43","103.79"
"EMP100753","Luthfi Fadillah Fauziah","4","111.52","58.33","100.00","92.11"
"EMP100754","Dian Iqbal Permadi","3","80.18","140.00","78.57","97.65"
"EMP100755","Iman Utami","5","89.40","35.00","82.14","70.90"
"EMP100756","Ari Herlambang","4","105.07","70.00","53.57","79.10"
"EMP100757","Prasetyo Rohman","3","119.82","50.00","103.57","94.00"
"EMP100758","Dwi Adi Maulana","5","89.40","155.00","67.86","102.62"
"EMP100759","Rendra Nabila Maulida","4","117.97","111.67","89.29","107.47"
"EMP100760","Cahyo Tri Herlambang","3","103.23","90.00","103.57","99.36"
"EMP100761","Maya Situmorang","3","86.64","105.00","96.43","95.08"
"EMP100762","Valdo Kusuma Tamba","5","82.95","116.67","89.29","94.97"
"EMP100763","Budi Pamungkas","3","124.42","38.33","121.43","97.70"
"EMP100764","Nugroho Pradana",,"101.38","128.33","64.29","98.34"
"EMP100765","Utami Hidayat","1","92.17","53.33","96.43","81.79"
"EMP100766","Zaki Adi Utami",,"110.60","145.00","128.57","126.31"
"EMP100767","Zahra Hasibuan","3","100.93","130.00","125.00","116.87"
"EMP100768","Nurlita Fadillah Kusuma","4","118.89","155.00","117.86","129.41"
"EMP100769","Ari Halim","3","73.73","150.00","125.00","111.99"
"EMP100770","Arif Qolbi Saputra","3","100.93","163.33","103.57","120.45"
"EMP100771","Rani Aji Herlambang","3","100.93","110.00","0.00","73.37"
"EMP100772","Ayunda Subekti","3","81.11","140.00","103.57","105.51"
"EMP100773","Ayu Hidayat",,"119.82","113.33","82.14","106.57"
"EMP100774","Maya Sinaga","4","76.50","131.67","103.57","101.17"
"EMP100775","Kartika Anggara","3","95.85","91.67","103.57","96.91"
"EMP100776","Yuni Gunawan","2","128.11","35.00","135.71","102.46"
"EMP100777","Ahmad Fadillah Pratama",,"104.15","45.00","85.71","80.87"
"EMP100778","Arif Qolbi Suharto","3","100.93","53.33","89.29","83.16"
"EMP100779","Ari Dharma Utami","4","95.85","136.67","75.00","101.84"
"EMP100780","Luthfi Pamungkas",,"108.76","165.00","110.71","126.22"
"EMP100781","Bayu Yulianto",,"120.74","88.33","92.86","102.65"
"EMP100782","Adit Utama Siregar","3","100.93","148.33","0.00","84.87"
"EMP100783","Kartika Wijaya Permadi","1","117.97","151.67","114.29","126.97"
"EMP100784","Rendra Yulianto","2","93.09","121.67","110.71","106.95"
"EMP100785","Umar Fadillah Handayani","2","88.48","88.33","121.43","98.32"
"EMP100786","Nadia Baskara Halim","3","81.11","61.67","78.57","74.51"
"EMP100787","Iman Lestari Tamba","3","93.09","36.67","146.43","92.16"
"EMP100788","Bayu Kusuma Hidayat","2","128.11","136.67","110.71","125.46"
"EMP100789","Oka Halim Setiawan","3","115.21","116.67","110.71","114.30"
"EMP100790","Joko Tri Lestari","3","116.13","58.33","92.86","91.81"
"EMP100791","Rizki Saputra","3","116.13","66.67","67.86","86.81"
"EMP100792","Budi Yudhistira Pratama",,"107.83","106.67","60.71","93.35"
"EMP100793","Zahra Rohman","3","122.58","105.00","60.71","98.75"
"EMP100794","Wulan Kusuma Mahendra","4","100.93","141.67","71.43","104.30"
"EMP100795","Nugroho Nugroho","4","116.13","51.67","96.43","90.88"
"EMP100796","Adi Ridwan","3","87.56","110.00","110.71","101.24"
"EMP100797","Rani Maulida","2","112.44","36.67","67.86","76.33"
"EMP100798","Valdo Rachman Wibowo",,"121.66","143.33","100.00","121.66"
"EMP100799","Fitri Ganesha Yulianto","1","117.97","81.67","100.00","101.69"
"EMP100800","Intan Wibowo",,"79.26","155.00","107.14","110.35"
"EMP100801","Umar Ridwan",,"101.38","148.33","100.00","115.05"
"EMP100802","Dimas Kusuma Indrawan","4","103.23","133.33","96.43","110.22"
"EMP100803","Maya Kusuma Putra","3","125.35","166.67","107.14","132.28"
"EMP100804","Luthfi Hidayat","3","100.93","121.67","0.00","76.87"
"EMP100805","Oktavia Pratama","1","116.13","36.67","78.57","81.02"
"EMP100806","Dwi Kurniawan",,"76.50","113.33","85.71","90.31"
"EMP100807","Cahyo Pradana","3","100.93","46.67","0.00","54.37"
"EMP100808","Mahendra Firmansyah","4","98.62","130.00","96.43","107.38"
"EMP100809","Dian Nugroho","4","87.56","73.33","53.57","73.09"
"EMP100810","Mahendra Tri Permadi","3","100.93","135.00","0.00","80.87"
"EMP100811","Tania Aji Ramadhan","5","104.15","83.33","128.57","105.23"
"EMP100812","Lestari Herlambang","3","101.38","136.67","92.86","109.41"
"EMP100813","Vania Baskara Utami","3","73.73","110.00","89.29","89.28"
"EMP100814","Vania Setiawan","2","86.64","140.00","135.71","117.37"
"EMP100815","Andi Dharma Saputra","4","124.42","100.00","92.86","107.63"
"EMP100816","Bella Aji Ginting","2","100.93","93.33","0.00","68.37"
"EMP100817","Oka Handayani","3","129.03","141.67","67.86","114.47"
"EMP100818","Fajar Qolbi Rahmawati","3","114.29","138.33","103.57","118.29"
"EMP100819","Prasetyo Kusuma Putra","3","94.93","48.33","89.29","79.26"
"EMP100820","Rizky Pratama",,"90.32","138.33","50.00","92.63"
"EMP100821","Kartika Saputra","4","121.66","115.00","128.57","121.74"
"EMP100822","Maya Lukman",,"87.56","83.33","100.00","90.02"
"EMP100823","Hana Aji Hidayat",,"113.36","71.67","82.14","91.49"
"EMP100824","Intan Suharto","2","117.05","45.00","107.14","92.46"
"EMP100825","Yuni Handayani","2","124.42","115.00","121.43","120.70"
"EMP100826","Ayu Rachman Subekti","3","115.21","155.00","89.29","119.37"
"EMP100827","Oktavia Candra Kurniawan",,"108.76","58.33","46.43","74.93"
"EMP100828","Umar Hidayat",,"84.79","91.67","132.14","101.06"
"EMP100829","Bayu Wibowo","3","100.46","155.00","110.71","119.90"
"EMP100830","Hana Herlambang",,"121.66","60.00","71.43","88.09"
"EMP100831","Dwi Iqbal Halim","4","88.48","110.00","125.00","105.89"
"EMP100832","Eko Suharto","3","100.93","138.33","0.00","81.87"
"EMP100833","Andi Wijaya",,"95.85","86.67","96.43","93.27"
"EMP100834","Nadia Rachman Pratomo",,"98.62","140.00","110.71","114.66"
"EMP100835","Nurlita Purnama","4","100.93","148.33","96.43","113.80"
"EMP100836","Luthfi Simanjuntak","2","96.77","100.00","53.57","84.78"
"EMP100837","Nadia Ananda",,"116.13","78.33","100.00","99.95"
"EMP100838","Nurlita Permadi","1","124.42","121.67","125.00","123.77"
"EMP100839","Yuni Rohman",,"115.21","105.00","125.00","115.08"
"EMP100840","Sari Halim Ramadhan","3","100.93","33.33","0.00","50.37"
"EMP100841","Zaki Syahputra","3","88.48","121.67","89.29","98.68"
"EMP100842","Umar Candra Siregar","3","125.35","93.33","92.86","106.00"
"EMP100843","Dinda Kurniawan","2","112.44","108.33","110.71","110.69"
"EMP100844","Rizka Gunawan","4","86.64","148.33","110.71","112.37"
"EMP100845","Rama Qolbi Maulana","5","100.93","65.00","0.00","59.87"
"EMP100846","Zaki Rahmawati","2","99.54","145.00","146.43","127.24"
"EMP100847","Oka Saputra Sinaga","3","97.70","128.33","75.00","100.08"
"EMP100848","Rifqi Hartanto","2","99.54","55.00","50.00","71.32"
"EMP100849","Yuni Purnama","2","90.32","58.33","82.14","78.27"
"EMP100850","Eko Mahardika Suharto","4","100.93","56.67","0.00","57.37"
"EMP100851","Ari Pratama","5","126.27","158.33","75.00","120.51"
"EMP100852","Anisa Siregar","3","105.99","138.33","125.00","121.40"
"EMP100853","Umar Zulfikar","3","82.03","131.67","103.57","103.38"
"EMP100854","Rama Putra","3","116.13","38.33","75.00","80.45"
"EMP100855","Satya Tamba",,"117.97","75.00","57.14","86.83"
"EMP100856","Ahmad Pratama","5","86.64","96.67","82.14","88.30"
"EMP100857","Ayu Aji Maulida","2","125.35","121.67","164.29","135.92"
"EMP100858","Maya Fadillah Utami","3","124.42","128.33","114.29","122.56"
"EMP100859","Vania Indrawan","3","100.93","108.33","0.00","72.87"
"EMP100860","Bella Anugrah Rohman","4","124.42","93.33","89.29","104.56"
"EMP100861","Yoga Putra","2","84.79","53.33","96.43","78.85"
"EMP100862","Ayu Saputra","2","97.70","35.00","125.00","87.08"
"EMP100863","Zaki Lestari Rohman",,"82.03","36.67","64.29","63.10"
"EMP100864","Ayu Rohman","3","122.58","90.00","78.57","99.60"
"EMP100865","Anisa Pramudita Pamungkas",,"112.44","131.67","89.29","111.26"
"EMP100866","Ayunda Rachman Utami","3","121.66","56.67","92.86","93.52"
"EMP100867","Umar Suharto",,"77.42","120.00","100.00","96.97"
"EMP100868","Ayunda Iqbal Situmorang","2","107.83","153.33","71.43","110.56"
"EMP100869","Budi Wibowo","1","119.82","155.00","100.00","124.43"
"EMP100870","Dwi Halim Subekti","3","89.40","46.67","89.29","76.55"
"EMP100871","Rizka Anggara",,"106.91","141.67","71.43","106.69"
"EMP100872","Citra Maulana",,"93.09","70.00","114.29","92.52"
"EMP100873","Teguh Wijaya",,"100.93","63.33","0.00","59.37"
"EMP100874","Putri Fadillah Sinaga","4","100.93","90.00","0.00","67.37"
"EMP100875","Teguh Zulfikar Rahmawati","2","115.21","61.67","125.00","102.08"
"EMP100876","Nugroho Lestari","3","82.95","125.00","75.00","93.18"
"EMP100877","Bella Herlambang","2","100.93","101.67","0.00","70.87"
"EMP100878","Citra Purnama","4","76.50","100.00","89.29","87.38"
"EMP100879","Evi Mahendra",,"106.91","63.33","60.71","79.98"
"EMP100880","Zahra Siregar","3","84.79","91.67","128.57","99.99"
"EMP100881","Kartika Purnama",,"82.03","131.67","107.14","104.45"
"EMP100882","Dinda Wijaya",,"100.93","138.33","103.57","112.95"
"EMP100883","Dian Lestari","3","100.93","58.33","0.00","57.87"
"EMP100884","Rizki Utama Kurniawan","4","114.29","80.00","107.14","101.86"
"EMP100885","Gita Yudhistira Mahendra","3","92.17","166.67","142.86","129.72"
"EMP100886","Galih Utami","4","103.23","123.33","85.71","104.00"
"EMP100887","Fitri Halim Firmansyah","4","100.93","158.33","0.00","87.87"
"EMP100888","Anisa Wijaya Ginting","3","103.23","56.67","142.86","101.15"
"EMP100889","Dwi Baskara Rohman","4","94.01","106.67","67.86","89.96"
"EMP100890","Valdo Anggara",,"116.13","51.67","89.29","88.74"
"EMP100891","Rendra Maulida","4","86.64","128.33","103.57","104.23"
"EMP100892","Joko Jatmiko Maulida",,"104.15","163.33","92.86","118.52"
"EMP100893","Nabila Maulida","4","100.93","151.67","96.43","114.80"
"EMP100894","Arif Aji Utami",,"126.27","73.33","78.57","96.08"
"EMP100895","Wahyu Tri Subekti","2","77.42","103.33","103.57","93.04"
"EMP100896","Rizka Setiawan","3","75.58","63.33","85.71","74.94"
"EMP100897","Galih Saputra Siregar","1","90.32","33.33","92.86","73.99"
"EMP100898","Dewi Permadi","4","94.93","166.67","110.71","121.19"
"EMP100899","Vania Handayani","2","103.23","150.00","125.00","123.79"
"EMP100900","Prasetyo Hartanto","3","83.87","140.00","107.14","107.69"
"EMP100901","Valdo Siregar","4","76.50","83.33","92.86","83.46"
"EMP100902","Eko Iqbal Mahendra","3","118.89","56.67","89.29","91.34"
"EMP100903","Budi Ridwan","3","105.99","151.67","114.29","122.18"
"EMP100904","Julia Zulfikar",,"116.13","125.00","107.14","116.09"
"EMP100905","Hadi Yudhistira Subekti","3","115.21","71.67","142.86","110.44"
"EMP100906","Oka Salsabila","2","100.93","148.33","0.00","84.87"
"EMP100907","Yuni Aji Wijaya","4","100.93","106.67","0.00","72.37"
"EMP100908","Ahmad Utama Mahendra","2","100.93","90.00","0.00","67.37"
"EMP100909","Valdo Wijaya Syahputra","3","100.93","58.33","0.00","57.87"
"EMP100910","Hadi Iqbal Pratama","3","102.30","75.00","139.29","105.21"
"EMP100911","Prasetyo Halim Syahputra",,"80.18","111.67","100.00","95.57"
"EMP100912","Mahendra Tamba","4","93.09","160.00","82.14","109.88"
"EMP100913","Wahyu Ginting","4","100.93","105.00","103.57","102.95"
"EMP100914","Fitri Firmansyah","2","105.99","158.33","107.14","122.04"
"EMP100915","Fajar Setiawan","3","100.93","88.33","92.86","94.73"
"EMP100916","Utami Ginting","3","87.56","116.67","103.57","101.09"
"EMP100917","Arif Santoso","3","78.34","120.00","89.29","94.12"
"EMP100918","Yuni Lestari",,"126.27","156.67","100.00","127.51"
"EMP100919","Vania Kusuma","2","129.03","115.00","92.86","113.97"
"EMP100920","Rifqi Tamba",,"124.42","35.00","92.86","88.13"
"EMP100921","Lestari Mahendra",,"100.93","141.67","0.00","82.87"
"EMP100922","Hana Hasibuan","3","111.52","108.33","110.71","110.32"
"EMP100923","Arif Qolbi Fauziah",,"121.66","50.00","64.29","82.95"
"EMP100924","Julia Yudhistira Lukman","2","93.09","110.00","128.57","108.81"
"EMP100925","Yuni Putra","3","123.50","33.33","107.14","91.54"
"EMP100926","Intan Candra Rahmawati","3","112.44","53.33","67.86","81.33"
"EMP100927","Maya Kusuma","4","128.11","143.33","135.71","134.96"
"EMP100928","Zaki Yudhistira Rohman","4","81.11","56.67","107.14","81.59"
"EMP100929","Anisa Mahardika Utami","2","124.42","118.33","82.14","109.91"
"EMP100930","Intan Aji Hartanto","4","100.93","110.00","0.00","73.37"
"EMP100931","Rani Wijaya","4","100.93","55.00","0.00","56.87"
"EMP100932","Ahmad Kurniawan","5","100.93","68.33","67.86","81.23"
"EMP100933","Ahmad Anggara",,"93.09","166.67","100.00","117.24"
"EMP100934","Rifqi Salsabila","3","100.93","55.00","0.00","56.87"
"EMP100935","Evi Erlangga Herlambang","3","129.03","103.33","110.71","115.83"
"EMP100936","Sari Wijaya",,"100.93","153.33","0.00","86.37"
"EMP100937","Joko Mahardika Ananda","1","100.93","128.33","0.00","78.87"
"EMP100938","Anisa Hasibuan","2","100.93","103.33","96.43","100.30"
"EMP100939","Rizka Lukman","4","86.64","95.00","107.14","95.30"
"EMP100940","Intan Mahendra",,"75.58","75.00","96.43","81.66"
"EMP100941","Joko Firmansyah","3","100.93","160.00","0.00","88.37"
"EMP100942","Citra Wijaya Sinaga","3","91.24","50.00","89.29","78.28"
"EMP100943","Rama Aji Purnama","4","98.62","63.33","150.00","103.45"
"EMP100944","Adit Utama Wijaya","3","116.13","143.33","92.86","117.31"
"EMP100945","Tania Dharma Siregar","2","102.30","125.00","107.14","110.56"
"EMP100946","Andi Tamba","2","100.93","106.67","0.00","72.37"
"EMP100947","Maya Herlambang","3","82.03","111.67","117.86","101.67"
"EMP100948","Iman Permadi","4","100.93","143.33","0.00","83.37"
"EMP100949","Joko Saputra Ramadhan",,"128.11","73.33","132.14","112.89"
"EMP100950","Budi Rohman","2","99.54","76.67","142.86","105.67"
"EMP100951","Rama Rachman Wijaya",,"129.03","145.00","92.86","122.97"
"EMP100952","Yuni Lukman",,"73.73","68.33","92.86","77.85"
"EMP100953","Hadi Anugrah Yulianto","3","100.93","158.33","153.57","133.95"
"EMP100954","Ayu Yudhistira Ridwan",,"82.95","75.00","60.71","73.89"
"EMP100955","Evi Lestari Wibowo","2","108.76","148.33","114.29","122.29"
"EMP100956","Anisa Suharto","5","110.60","36.67","57.14","72.38"
"EMP100957","Julia Zulfikar Saputra","5","82.95","148.33","114.29","111.97"
"EMP100958","Arif Wijaya Pamungkas","1","100.93","91.67","0.00","67.87"
"EMP100959","Mahendra Fadillah Ananda","4","107.83","48.33","92.86","85.49"
"EMP100960","Bayu Nabila Maulida","4","98.62","38.33","150.00","95.95"
"EMP100961","Dinda Siregar","2","84.79","80.00","107.14","90.06"
"EMP100962","Kartika Wibowo","3","124.42","131.67","110.71","122.48"
"EMP100963","Ahmad Permadi","4","100.93","110.00","0.00","73.37"
"EMP100964","Cahyo Ginting","4","100.93","61.67","0.00","58.87"
"EMP100965","Intan Dharma Suharto","3","116.13","85.00","100.00","101.95"
"EMP100966","Ayu Wijaya Hasibuan","4","129.03","35.00","146.43","106.04"
"EMP100967","Joko Lestari","3","91.24","66.67","135.71","97.21"
"EMP100968","Vania Yudhistira Wibowo","1","114.29","100.00","114.29","110.00"
"EMP100969","Nugroho Lukman","2","107.83","75.00","132.14","105.28"
"EMP100970","Zaki Candra Ramadhan",,"99.54","36.67","114.29","85.10"
"EMP100971","Lestari Ananda",,"94.01","151.67","135.71","123.82"
"EMP100972","Dian Lukman","3","100.93","61.67","0.00","58.87"
"EMP100973","Anisa Wijaya","3","105.07","96.67","100.00","101.03"
"EMP100974","Luthfi Lestari","4","100.93","58.33","0.00","57.87"
"EMP100975","Dwi Maulida","4","100.93","60.00","135.71","99.09"
"EMP100976","Budi Suharto","4","84.79","83.33","71.43","80.35"
"EMP100977","Rifqi Syahputra","3","100.93","46.67","0.00","54.37"
"EMP100978","Ari Aji Pratama",,"123.50","58.33","96.43","95.83"
"EMP100979","Anisa Mahardika Pradana","2","102.30","45.00","89.29","81.21"
"EMP100980","Evi Nabila Siregar","3","114.29","108.33","107.14","110.36"
"EMP100981","Bayu Anugrah Sinaga","4","127.19","111.67","100.00","114.38"
"EMP100982","Hana Wijaya",,"86.64","103.33","125.00","103.15"
"EMP100983","Iman Mahardika Utami","4","110.60","80.00","92.86","96.10"
"EMP100984","Wulan Zulfikar Lestari","4","108.76","73.33","85.71","91.22"
"EMP100985","Sari Halim Fauziah","1","82.03","60.00","103.57","81.88"
"EMP100986","Novi Tamba","5","93.09","98.33","57.14","83.88"
"EMP100987","Prasetyo Purnama","3","100.93","65.00","0.00","59.87"
"EMP100988","Prasetyo Zulfikar","5","106.91","78.33","64.29","85.55"
"EMP100989","Hadi Yudhistira Siregar","3","100.46","153.33","78.57","109.76"
"EMP100990","Oka Ananda","2","100.93","66.67","0.00","60.37"
"EMP100991","Lestari Lukman","3","100.93","106.67","0.00","72.37"
"EMP100992","Kurnia Tamba","3","100.93","36.67","110.71","84.59"
"EMP100993","Wulan Purnama","3","117.05","66.67","92.86","94.68"
"EMP100994","Rizka Kusuma Rahmawati","3","125.35","103.33","121.43","117.57"
"EMP100995","Anisa Ramadhan","4","107.83","58.33","107.14","92.78"
"EMP100996","Anisa Saputra","2","97.70","163.33","153.57","134.15"
"EMP100997","Dwi Setiawan","4","96.77","141.67","96.43","110.14"
"EMP100998","Citra Pratama","3","94.01","71.67","110.71","92.32"
"EMP100999","Rani Pratama",,"125.35","75.00","82.14","97.28"
"EMP101000","Eko Maulida",,"106.91","133.33","121.43","119.19"
"EMP101001","Maya Siregar","2","109.68","90.00","60.71","89.09"
"EMP101002","Hadi Pratama","3","78.34","43.33","85.71","70.05"
"EMP101003","Bella Utama Zulfikar","2","92.17","150.00","103.57","112.94"
"EMP101004","Kurnia Ananda","3","76.50","56.67","114.29","81.88"
"EMP101005","Eko Ganesha Kurniawan","2","105.99","38.33","60.71","72.11"
"EMP101006","Yuni Pratama",,"121.66","118.33","85.71","109.88"
"EMP101007","Prasetyo Subekti","4","78.34","136.67","117.86","107.69"
"EMP101008","Oka Putra","3","127.19","105.00","60.71","100.59"
"EMP101009","Lestari Dharma Herlambang",,"81.11","83.33","53.57","73.51"
"EMP101010","Nabila Santoso","3","115.21","105.00","125.00","115.08"
"EMP101011","Wahyu Jatmiko Siregar",,"123.50","120.00","100.00","115.40"
"EMP101012","Prasetyo Ginting","3","100.93","48.33","0.00","54.87"
"EMP101013","Putri Pratomo","3","82.03","53.33","114.29","83.10"
"EMP101014","Nurlita Salsabila","5","119.82","116.67","139.29","124.71"
"EMP101015","Umar Wijaya","4","108.76","93.33","100.00","101.50"
"EMP101016","Vania Pratomo","2","107.83","141.67","71.43","107.06"
"EMP101017","Nugroho Lestari Gunawan",,"129.03","113.33","60.71","103.83"
"EMP101018","Rani Kusuma","2","110.60","93.33","96.43","101.17"
"EMP101019","Hadi Mahardika Ridwan",,"98.62","73.33","96.43","90.38"
"EMP101020","Wahyu Hidayat","4","85.71","136.67","110.71","108.50"
"EMP101021","Rani Fadillah Maulana",,"124.42","80.00","100.00","103.77"
"EMP101022","Hadi Siregar","3","100.93","70.00","0.00","61.37"
"EMP101023","Yuni Ginting","4","126.27","126.67","85.71","114.22"
"EMP101024","Citra Situmorang","5","90.32","86.67","82.14","86.77"
"EMP101025","Tania Lestari Indrawan","3","112.44","70.00","85.71","91.69"
"EMP101026","Eko Santoso","3","100.93","143.33","0.00","83.37"
"EMP101027","Kartika Anugrah Halim","3","129.03","148.33","107.14","128.26"
"EMP101028","Dwi Sinaga","3","119.82","108.33","114.29","114.71"
"EMP101029","Ayunda Situmorang","2","94.93","36.67","107.14","81.12"
"EMP101030","Dimas Ananda","2","100.93","143.33","0.00","83.37"
"EMP101031","Putri Wijaya","3","80.18","115.00","114.29","100.86"
"EMP101032","Zaki Utama Pratomo","3","88.48","120.00","103.57","102.46"
"EMP101033","Citra Saputra","3","129.03","153.33","114.29","131.90"
"EMP101034","Citra Rohman","3","107.83","115.00","96.43","106.56"
"EMP101035","Luthfi Zulfikar",,"109.68","160.00","89.29","118.66"
"EMP101036","Mahendra Santoso","4","120.74","166.67","78.57","121.87"
"EMP101037","Rani Utama Gunawan",,"127.19","46.67","78.57","88.45"
"EMP101038","Ayunda Lestari Sinaga","4","114.29","136.67","114.29","121.00"
"EMP101039","Fajar Pamungkas","3","102.30","120.00","103.57","107.99"
"EMP101040","Ayunda Hidayat",,"100.93","165.00","0.00","89.87"
"EMP101041","Hana Dharma Hidayat","3","100.93","128.33","125.00","116.37"
"EMP101042","Lestari Utami",,"100.93","103.33","0.00","71.37"
"EMP101043","Joko Rachman Setiawan","3","100.93","83.33","0.00","65.37"
"EMP101044","Nabila Lestari Sinaga","4","86.64","163.33","146.43","127.58"
"EMP101045","Putri Mahendra","3","128.11","73.33","75.00","95.74"
"EMP101046","Rama Wibowo","3","109.68","100.00","125.00","111.37"
"EMP101047","Lestari Ganesha Fauziah","3","82.03","136.67","82.14","98.45"
"EMP101048","Rama Nabila Hasibuan","4","74.65","55.00","107.14","78.50"
"EMP101049","Teguh Subekti","4","100.93","111.67","0.00","73.87"
"EMP101050","Dimas Saputra Herlambang",,"83.87","78.33","60.71","75.26"
"EMP101051","Bella Permadi",,"102.30","86.67","75.00","89.42"
"EMP101052","Nadia Zulfikar Sinaga","3","100.93","158.33","117.86","123.23"
"EMP101053","Evi Hartanto","3","122.58","123.33","117.86","121.39"
"EMP101054","Yuni Erlangga Subekti",,"108.76","146.67","100.00","117.50"
"EMP101055","Yoga Candra Hartanto",,"108.76","105.00","89.29","101.79"
"EMP101056","Umar Hartanto","2","100.93","126.67","0.00","78.37"
"EMP101057","Dinda Anggara",,"109.68","33.33","100.00","83.87"
"EMP101058","Umar Yulianto","1","101.38","116.67","64.29","94.84"
"EMP101059","Tania Fadillah Firmansyah","3","123.50","40.00","100.00","91.40"
"EMP101060","Galih Fauziah","3","77.42","70.00","107.14","84.11"
"EMP101061","Ayu Handayani","5","100.93","151.67","0.00","85.87"
"EMP101062","Rifqi Jatmiko Wijaya",,"100.93","151.67","0.00","85.87"
"EMP101063","Rendra Kusuma Siregar","2","79.26","90.00","110.71","91.92"
"EMP101064","Oktavia Mahendra","3","112.44","136.67","89.29","112.76"
"EMP101065","Nabila Kusuma Gunawan",,"129.03","153.33","132.14","137.26"
"EMP101066","Novi Hartanto","3","78.34","160.00","125.00","116.84"
"EMP101067","Galih Kusuma Ramadhan",,"104.15","56.67","60.71","76.87"
"EMP101068","Kurnia Erlangga Maulana","4","100.93","81.67","0.00","64.87"
"EMP101069","Ayu Erlangga Kurniawan","1","113.36","158.33","71.43","114.27"
"EMP101070","Nugroho Hasibuan","1","86.64","83.33","125.00","97.15"
"EMP101071","Wulan Pratama","3","112.44","96.67","78.57","97.55"
"EMP101072","Adi Pramudita Indrawan",,"127.19","36.67","103.57","92.95"
"EMP101073","Nabila Utami","4","100.93","155.00","0.00","86.87"
"EMP101074","Nabila Aji Kusuma","3","100.93","61.67","0.00","58.87"
"EMP101075","Hadi Wijaya Gunawan","5","94.93","43.33","71.43","72.40"
"EMP101076","Satya Pamungkas","4","73.73","110.00","110.71","95.71"
"EMP101077","Hana Dharma Maulida","3","88.48","123.33","75.00","94.89"
"EMP101078","Satya Saputra","2","124.42","98.33","50.00","94.27"
"EMP101079","Bayu Sinaga",,"117.05","116.67","96.43","110.75"
"EMP101080","Galih Zulfikar Ramadhan","3","117.97","110.00","67.86","100.55"
"EMP101081","Putri Nabila Rohman","4","114.29","45.00","107.14","91.36"
"EMP101082","Rani Permadi","3","86.64","48.33","92.86","77.01"
"EMP101083","Adit Salsabila","5","100.93","96.67","0.00","69.37"
"EMP101084","Fitri Hartanto","3","128.11","80.00","114.29","109.53"
"EMP101085","Rendra Maulana","5","86.64","165.00","128.57","122.73"
"EMP101086","Nugroho Maulana",,"106.91","103.33","78.57","97.34"
"EMP101087","Rendra Saputra Gunawan","2","74.65","96.67","92.86","86.72"
"EMP101088","Rama Jatmiko Gunawan",,"105.07","165.00","96.43","120.46"
"EMP101089","Nabila Salsabila","2","117.05","158.33","60.71","112.53"
"EMP101090","Bella Fauziah","4","118.89","136.67","114.29","122.84"
"EMP101091","Ari Saputra Pamungkas",,"107.83","96.67","110.71","105.35"
"EMP101092","Rani Gunawan","2","95.85","85.00","57.14","80.98"
"EMP101093","Joko Iqbal Lestari","3","100.93","36.67","0.00","51.37"
"EMP101094","Novi Zulfikar Handayani","4","110.60","110.00","96.43","106.17"
"EMP101095","Nadia Simanjuntak",,"97.70","35.00","103.57","80.65"
"EMP101096","Rizka Wijaya","3","100.93","43.33","0.00","53.37"
"EMP101097","Bayu Mahendra","4","100.93","38.33","0.00","51.87"
"EMP101098","Utami Firmansyah",,"86.64","160.00","107.14","114.80"
"EMP101099","Nabila Kusuma",,"104.15","43.33","107.14","86.80"
"EMP101100","Fitri Jatmiko Setiawan","3","114.29","83.33","117.86","106.07"
"EMP101101","Nugroho Yudhistira Lukman",,"100.93","143.33","0.00","83.37"
"EMP101102","Novi Sinaga","2","89.40","121.67","71.43","93.69"
"EMP101103","Wulan Lestari Saputra","3","73.73","150.00","100.00","104.49"
"EMP101104","Oktavia Lestari","3","110.60","151.67","107.14","121.88"
"EMP101105","Kartika Saputra Siregar","4","100.93","85.00","0.00","65.87"
"EMP101106","Sari Siregar","4","100.93","100.00","0.00","70.37"
"EMP101107","Mahendra Fadillah Pradana","1","82.03","161.67","107.14","113.45"
"EMP101108","Dewi Pradana",,"101.38","160.00","78.57","112.12"
"EMP101109","Bella Suharto","5","77.42","51.67","92.86","74.32"
"EMP101110","Rani Simanjuntak",,"78.34","51.67","103.57","77.91"
"EMP101111","Bella Firmansyah","3","100.93","120.00","0.00","76.37"
"EMP101112","Budi Firmansyah","3","88.48","91.67","142.86","105.75"
"EMP101113","Evi Syahputra","4","85.71","151.67","125.00","117.29"
"EMP101114","Tania Fauziah","3","77.42","45.00","107.14","76.61"
"EMP101115","Valdo Putra","4","82.95","76.67","92.86","84.04"
"EMP101116","Dimas Tri Zulfikar","4","100.93","128.33","103.57","109.95"
"EMP101117","Rendra Indrawan","3","100.93","83.33","0.00","65.37"
"EMP101118","Maya Dharma Kurniawan",,"74.65","93.33","100.00","87.86"
"EMP101119","Utami Lestari","2","100.93","136.67","0.00","81.37"
"EMP101120","Gita Rahmawati","5","89.40","115.00","53.57","86.33"
